country,question,percentage_yes,code
Iraq,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",35,IRQ
Iraq,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",40,IRQ
Iraq,"Q8 Would you, personally, like to know more about science?",69,IRQ
Iraq,"Q9 Would you, personally, like to know more about medicine, disease, or health?",75,IRQ
Iraq,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",47,IRQ
Iraq,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",40,IRQ
Iraq,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",60,IRQ
Iraq,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",78,IRQ
Iraq,"Q23 Before today, had you ever heard of a vaccine?",85,IRQ
Iraq,"Q27 Do you, personally, have any children?",79,IRQ
Iraq,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",91,IRQ
Iraq,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,46,IRQ
Ireland,Q3 Do you think studying diseases is a part of science?,94,IRL
Ireland,"Q5A Have you, personally, ever, learned about science at Primary School?",70,IRL
Ireland,"Q5B Have you, personally, ever, learned about science at Secondary School?",86,IRL
Ireland,"Q5C Have you, personally, ever, learned about science at College/University?",34,IRL
Ireland,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",48,IRL
Ireland,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",61,IRL
Ireland,"Q8 Would you, personally, like to know more about science?",70,IRL
Ireland,"Q9 Would you, personally, like to know more about medicine, disease, or health?",79,IRL
Ireland,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",53,IRL
Ireland,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",67,IRL
Ireland,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",81,IRL
Ireland,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",91,IRL
Ireland,"Q23 Before today, had you ever heard of a vaccine?",94,IRL
Ireland,"Q27 Do you, personally, have any children?",60,IRL
Ireland,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",93,IRL
Ireland,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,59,IRL
Israel,Q3 Do you think studying diseases is a part of science?,92,ISR
Israel,"Q5A Have you, personally, ever, learned about science at Primary School?",82,ISR
Israel,"Q5B Have you, personally, ever, learned about science at Secondary School?",73,ISR
Israel,"Q5C Have you, personally, ever, learned about science at College/University?",21,ISR
Israel,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",40,ISR
Israel,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",51,ISR
Israel,"Q8 Would you, personally, like to know more about science?",64,ISR
Israel,"Q9 Would you, personally, like to know more about medicine, disease, or health?",70,ISR
Israel,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",48,ISR
Israel,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",79,ISR
Israel,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",74,ISR
Israel,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",83,ISR
Israel,"Q23 Before today, had you ever heard of a vaccine?",99,ISR
Israel,"Q27 Do you, personally, have any children?",94,ISR
Israel,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,ISR
Israel,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,72,ISR
Italy,Q3 Do you think studying diseases is a part of science?,96,ITA
Italy,"Q5A Have you, personally, ever, learned about science at Primary School?",87,ITA
Italy,"Q5B Have you, personally, ever, learned about science at Secondary School?",76,ITA
Italy,"Q5C Have you, personally, ever, learned about science at College/University?",13,ITA
Italy,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",55.00000000000001,ITA
Italy,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",66,ITA
Italy,"Q8 Would you, personally, like to know more about science?",73,ITA
Italy,"Q9 Would you, personally, like to know more about medicine, disease, or health?",75,ITA
Italy,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",55.00000000000001,ITA
Italy,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",78,ITA
Italy,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",81,ITA
Italy,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",86,ITA
Italy,"Q23 Before today, had you ever heard of a vaccine?",98,ITA
Italy,"Q27 Do you, personally, have any children?",63,ITA
Italy,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",93,ITA
Italy,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,64,ITA
Ivory Coast,Q3 Do you think studying diseases is a part of science?,68,CIV
Ivory Coast,"Q5A Have you, personally, ever, learned about science at Primary School?",62,CIV
Ivory Coast,"Q5B Have you, personally, ever, learned about science at Secondary School?",50,CIV
Ivory Coast,"Q5C Have you, personally, ever, learned about science at College/University?",10,CIV
Ivory Coast,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",23,CIV
Ivory Coast,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",38,CIV
Ivory Coast,"Q8 Would you, personally, like to know more about science?",71,CIV
Ivory Coast,"Q9 Would you, personally, like to know more about medicine, disease, or health?",78,CIV
Ivory Coast,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",38,CIV
Ivory Coast,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",57.99999999999999,CIV
Ivory Coast,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",45,CIV
Ivory Coast,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",66,CIV
Ivory Coast,"Q23 Before today, had you ever heard of a vaccine?",90,CIV
Ivory Coast,"Q27 Do you, personally, have any children?",63,CIV
Ivory Coast,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",88,CIV
